Parameter,Value,name,mcs ( in DL),retx (# of retransmissions requested by the UE),txok (# of successful transmissions),"bit rate (average bitrate (at the MAC layer), in bits per second in DL)",snr,mcs (UL),rxko (# of retransmissions requested by the gNB),rxok (# of received uplink transport blocks without error),bitrate UL(mbps),# of iterations of the†LDPC decoder
P0 Nominal,98,P0 Nominal98,14.2,1331,472,6.71,22.3,17.4,0,40,0.053,1.7
P0 Nominal,98,P0 Nominal98,14.3,974,483,6.71,27.9,18.5,1,49,0.054,2.3
P0 Nominal,98,P0 Nominal98,11.3,1840,421,6.71,29.6,16.6,0,38,0.055,1.7
P0 Nominal,98,P0 Nominal98,12,2208,341,6.71,29,15.9,0,29,0.058,1.7
P0 Nominal,98,P0 Nominal98,13.4,2158,325,6.71,31.1,15.4,1,32,0.059,1.5
P0 Nominal,98,P0 Nominal98,12.4,1785,422,6.71,23.2,17.1,0,42,0.061,1.6
P0 Nominal,98,P0 Nominal98,11.7,1463,501,6.71,31.8,18.2,0,57,0.063,2
P0 Nominal,98,P0 Nominal98,13.3,1326,518,6.71,33.4,19.1,1,58,0.063,2
P0 Nominal,98,P0 Nominal98,12.8,1569,322,6.72,29,17.2,1,28,0.037,1.9
P0 Nominal,98,P0 Nominal98,13.4,1915,273,6.72,23.8,18.1,0,24,0.037,1.5
P0 Nominal,98,P0 Nominal98,13.3,1598,270,6.72,32.2,16.5,0,22,0.041,1.5
P0 Nominal,98,P0 Nominal98,12.7,1740,280,6.72,21.8,16.2,0,23,0.041,1.5
P0 Nominal,98,P0 Nominal98,13.6,1938,298,6.72,23.2,16.9,1,31,0.043,1.8
P0 Nominal,98,P0 Nominal98,12.7,1295,482,6.72,29.9,18.8,1,37,0.045,1.9
P0 Nominal,98,P0 Nominal98,12.5,1976,315,6.72,29.3,16.3,0,24,0.045,1.6
P0 Nominal,98,P0 Nominal98,13.4,1938,294,6.72,23.7,17.1,0,25,0.046,1.6
P0 Nominal,98,P0 Nominal98,14.3,1754,259,6.72,30.5,16.6,0,27,0.046,1.5
P0 Nominal,98,P0 Nominal98,13.9,1241,273,6.72,26.6,16.4,0,26,0.048,1.4
P0 Nominal,98,P0 Nominal98,12.8,1413,450,6.72,25.2,18.8,0,40,0.048,1.8
P0 Nominal,98,P0 Nominal98,13.9,1449,443,6.72,25.9,16.7,0,36,0.049,1.2
P0 Nominal,98,P0 Nominal98,14.2,1448,432,6.72,28.1,18.6,0,39,0.049,1.7
P0 Nominal,98,P0 Nominal98,13,1779,298,6.72,27.2,16,0,26,0.051,1.6
P0 Nominal,98,P0 Nominal98,14.1,1340,465,6.72,19.4,18.6,0,43,0.055,1.7
P0 Nominal,98,P0 Nominal98,13.9,1116,474,6.72,29.5,18.5,0,46,0.056,1.7
P0 Nominal,98,P0 Nominal98,12.3,1380,490,6.72,28.5,18.7,1,54,0.06,2
P0 Nominal,98,P0 Nominal98,12,1564,508,6.72,20.8,18.1,0,47,0.062,1.7
P0 Nominal,98,P0 Nominal98,13.1,1661,473,6.72,28,19.1,0,51,0.063,1.6
P0 Nominal,98,P0 Nominal98,13.2,1529,487,6.72,28.4,18.2,1,59,0.07,2
P0 Nominal,98,P0 Nominal98,13,1440,534,6.72,18.9,18.1,0,57,0.07,1.7
P0 Nominal,98,P0 Nominal98,13.3,1487,298,6.73,27.5,17.8,0,26,0.033,2.4
P0 Nominal,98,P0 Nominal98,14,1406,278,6.73,31.1,17,0,22,0.035,1.5
P0 Nominal,98,P0 Nominal98,12.9,1358,274,6.73,34.3,18.3,0,24,0.038,1.6
P0 Nominal,98,P0 Nominal98,13.6,1612,303,6.73,22.8,16.7,0,28,0.042,1.6
P0 Nominal,98,P0 Nominal98,11.9,1742,327,6.73,23.7,17,1,22,0.042,2.1
P0 Nominal,98,P0 Nominal98,13.8,1774,311,6.73,24.3,16.9,0,29,0.045,1.8
P0 Nominal,98,P0 Nominal98,14.8,1250,396,6.73,22,17.7,0,37,0.045,1.6
P0 Nominal,98,P0 Nominal98,12.5,1629,295,6.73,27.3,17.4,0,29,0.046,1.8
P0 Nominal,98,P0 Nominal98,13.2,2125,286,6.73,27.3,16.6,0,27,0.047,1.5
P0 Nominal,98,P0 Nominal98,14.3,1270,445,6.73,28.8,19.3,1,43,0.047,2.2
P0 Nominal,98,P0 Nominal98,14.3,1454,376,6.73,28.7,18.2,0,34,0.048,1.9
P0 Nominal,98,P0 Nominal98,12.3,2040,307,6.73,20.2,16.4,0,25,0.048,1.6
P0 Nominal,98,P0 Nominal98,13.7,1315,441,6.73,30.3,18.6,0,45,0.049,1.9
P0 Nominal,98,P0 Nominal98,15.4,1029,439,6.73,29.9,19,2,44,0.051,2.1
P0 Nominal,98,P0 Nominal98,15.3,1451,398,6.73,29.5,18.3,0,43,0.051,1.7
P0 Nominal,98,P0 Nominal98,13.6,1188,484,6.73,27.6,17.8,0,42,0.052,1.6
P0 Nominal,98,P0 Nominal98,14.4,1401,463,6.73,32.5,19.2,0,57,0.057,1.8
P0 Nominal,98,P0 Nominal98,12.9,1313,501,6.73,27.4,18,1,50,0.058,1.9
P0 Nominal,98,P0 Nominal98,13.7,1113,524,6.73,27.1,19.7,0,58,0.06,2
P0 Nominal,98,P0 Nominal98,14.6,1514,503,6.73,28.4,18.8,0,50,0.061,1.7
P0 Nominal,98,P0 Nominal98,13.7,1325,520,6.73,26.5,18.6,0,51,0.062,2
P0 Nominal,98,P0 Nominal98,14.3,1062,564,6.73,30.2,18.5,0,60,0.064,1.9
P0 Nominal,98,P0 Nominal98,13.1,1548,470,6.73,18.4,18,0,52,0.064,1.7
P0 Nominal,98,P0 Nominal98,13.4,1530,480,6.73,30.6,18.4,0,55,0.065,1.6
P0 Nominal,98,P0 Nominal98,12.9,1416,507,6.73,26.2,18.6,0,58,0.067,1.9
P0 Nominal,98,P0 Nominal98,13.8,1078,538,6.73,35,18.8,1,66,0.073,2
P0 Nominal,98,P0 Nominal98,14.9,1515,281,6.74,28.1,17.9,0,20,0.028,1.4
P0 Nominal,98,P0 Nominal98,13.3,1502,288,6.74,30.8,17.4,0,19,0.028,1.9
P0 Nominal,98,P0 Nominal98,12.5,1610,292,6.74,28.9,18.5,1,25,0.038,2.1
P0 Nominal,98,P0 Nominal98,13.6,1670,316,6.74,33,18.9,1,28,0.04,2
P0 Nominal,98,P0 Nominal98,13,1837,308,6.74,25.3,18.1,0,28,0.041,1.7
P0 Nominal,98,P0 Nominal98,12.2,2054,313,6.74,23.3,15.8,1,27,0.046,1.8
P0 Nominal,98,P0 Nominal98,13.1,1248,433,6.74,27.9,18.5,1,36,0.047,1.8
P0 Nominal,98,P0 Nominal98,12.9,1768,306,6.74,30.9,16.5,1,29,0.048,1.9
P0 Nominal,98,P0 Nominal98,13.8,1278,439,6.74,24.4,17.4,0,43,0.049,1.8
P0 Nominal,98,P0 Nominal98,11.5,1556,445,6.74,31.4,18.4,0,41,0.051,1.7
P0 Nominal,98,P0 Nominal98,14.2,980,483,6.74,24.5,19,0,49,0.053,1.7
P0 Nominal,98,P0 Nominal98,13.7,1500,445,6.74,24.2,18.4,0,46,0.055,1.7
P0 Nominal,98,P0 Nominal98,13.2,1182,460,6.74,33.4,18.1,0,45,0.055,1.8
P0 Nominal,98,P0 Nominal98,12.9,1381,489,6.74,29.1,18.8,1,49,0.056,2.1
P0 Nominal,98,P0 Nominal98,13.6,1168,530,6.74,23,19.1,1,57,0.056,2
P0 Nominal,98,P0 Nominal98,14.7,1346,451,6.74,28.1,18.3,0,47,0.058,1.7
P0 Nominal,98,P0 Nominal98,13.3,1482,502,6.74,23.5,19,0,58,0.063,2
P0 Nominal,98,P0 Nominal98,13.5,1162,521,6.74,29,18.8,0,62,0.066,2
P0 Nominal,98,P0 Nominal98,14,1040,591,6.74,32.7,19.3,0,83,0.081,1.8
P0 Nominal,98,P0 Nominal98,14.6,1603,277,6.75,26.8,17.8,0,23,0.03,1.7
P0 Nominal,98,P0 Nominal98,12.8,1640,304,6.75,27.7,16.9,0,20,0.032,1.5
P0 Nominal,98,P0 Nominal98,15.8,1542,259,6.75,33.5,18.2,0,23,0.033,1.9
P0 Nominal,98,P0 Nominal98,13.7,1675,262,6.75,26.5,17.2,0,24,0.04,1.6
P0 Nominal,98,P0 Nominal98,14.6,1698,269,6.75,22.4,15.9,0,23,0.041,2
P0 Nominal,98,P0 Nominal98,15.1,1631,280,6.75,19.3,16.8,0,27,0.042,1.6
P0 Nominal,98,P0 Nominal98,12.9,1961,308,6.75,21.6,17,0,25,0.043,1.7
P0 Nominal,98,P0 Nominal98,11.9,1985,296,6.75,22.4,16,0,23,0.044,1.8
P0 Nominal,98,P0 Nominal98,13.3,2042,304,6.75,27.9,16.6,0,30,0.044,1.7
P0 Nominal,98,P0 Nominal98,13.7,1643,265,6.75,21.8,15.5,0,28,0.045,1.3
P0 Nominal,98,P0 Nominal98,10.2,2361,385,6.75,30.6,14.5,0,26,0.049,1.7
P0 Nominal,98,P0 Nominal98,13.3,1466,431,6.75,30.2,17.8,1,42,0.05,2
P0 Nominal,98,P0 Nominal98,13.4,1766,283,6.75,19,15.9,1,25,0.053,1.5
P0 Nominal,98,P0 Nominal98,14.7,1102,510,6.75,27.2,19.4,0,53,0.054,1.8
P0 Nominal,98,P0 Nominal98,12.6,1662,431,6.75,30.5,17.4,0,45,0.054,1.6
P0 Nominal,98,P0 Nominal98,13,1294,427,6.75,18,17.8,0,45,0.055,1.8
P0 Nominal,98,P0 Nominal98,13.9,1534,494,6.75,22.1,17.9,0,50,0.055,1.7
P0 Nominal,98,P0 Nominal98,13.3,1086,514,6.75,30.1,18.3,0,50,0.056,1.9
P0 Nominal,98,P0 Nominal98,15.4,1037,430,6.75,27.3,17.1,0,41,0.056,1.7
P0 Nominal,98,P0 Nominal98,13.2,1802,289,6.75,32.4,16.9,0,33,0.056,1.6
P0 Nominal,98,P0 Nominal98,12.4,1707,470,6.75,18.7,18.6,1,45,0.058,1.9
P0 Nominal,98,P0 Nominal98,13.1,953,550,6.75,29.1,18.8,0,56,0.059,1.9
P0 Nominal,98,P0 Nominal98,10.2,1674,499,6.75,29,18.8,2,47,0.059,2.2
P0 Nominal,98,P0 Nominal98,11.1,1664,392,6.75,27.9,14.6,2,25,0.059,2.1
P0 Nominal,98,P0 Nominal98,12.3,1396,493,6.75,30.8,18.5,1,49,0.062,1.9
P0 Nominal,98,P0 Nominal98,12.5,1380,503,6.75,36.6,18.6,0,52,0.063,2
P0 Nominal,98,P0 Nominal98,11.6,1734,477,6.75,26,18.1,1,48,0.063,1.6
P0 Nominal,98,P0 Nominal98,12.7,1349,428,6.75,29.2,17.8,1,60,0.084,1.6
P0 Nominal,98,P0 Nominal98,13.1,1737,292,6.76,29.3,18.6,1,26,0.041,1.7
P0 Nominal,98,P0 Nominal98,12.3,1543,446,6.76,29.4,19.2,0,36,0.042,1.8
P0 Nominal,98,P0 Nominal98,12.8,1713,298,6.76,22,15.5,0,24,0.043,1.6
P0 Nominal,98,P0 Nominal98,14.3,1921,274,6.76,23.4,17.9,0,24,0.043,1.5
P0 Nominal,98,P0 Nominal98,14.9,1390,435,6.76,21.6,17.3,0,38,0.051,1.7
P0 Nominal,98,P0 Nominal98,12.5,1815,302,6.76,31.3,16.6,0,35,0.053,1.6
P0 Nominal,98,P0 Nominal98,14,1117,517,6.76,29,18.7,1,50,0.054,1.9
P0 Nominal,98,P0 Nominal98,13.3,1493,438,6.76,27.3,17.6,0,38,0.054,1.5
P0 Nominal,98,P0 Nominal98,13.3,1464,500,6.76,29.9,18.5,0,48,0.056,1.8
P0 Nominal,98,P0 Nominal98,14.2,1201,480,6.76,26.9,18.2,1,49,0.057,1.9
P0 Nominal,98,P0 Nominal98,12.8,1443,493,6.76,29.1,17.2,1,50,0.057,1.6
P0 Nominal,98,P0 Nominal98,14.8,1284,483,6.76,30.4,18.5,0,43,0.057,1.8
P0 Nominal,98,P0 Nominal98,14.5,1517,432,6.76,26.7,18,0,46,0.059,1.7
P0 Nominal,98,P0 Nominal98,12.5,1403,522,6.76,28.2,18.9,0,62,0.063,1.7
P0 Nominal,98,P0 Nominal98,15,1628,440,6.76,25.8,18,1,43,0.063,2.1
P0 Nominal,98,P0 Nominal98,12.5,1556,491,6.76,18.5,19.1,1,52,0.065,2.1
P0 Nominal,98,P0 Nominal98,12.8,1842,281,6.77,20.5,16.4,0,20,0.033,1.5
P0 Nominal,98,P0 Nominal98,11.5,1657,348,6.77,19,16.6,0,21,0.038,1.6
P0 Nominal,98,P0 Nominal98,13,1737,300,6.77,27.3,18,1,29,0.038,2.1
P0 Nominal,98,P0 Nominal98,13.1,2138,302,6.77,18.7,16.2,0,24,0.041,1.8
P0 Nominal,98,P0 Nominal98,12.8,1902,293,6.77,32.1,18.6,0,27,0.041,1.5
P0 Nominal,98,P0 Nominal98,13.3,1677,293,6.77,28.7,16.6,0,24,0.042,1.6
P0 Nominal,98,P0 Nominal98,13.4,1692,298,6.77,29.2,18.3,0,30,0.042,1.7
P0 Nominal,98,P0 Nominal98,15,1177,410,6.77,27.4,17.7,0,37,0.044,1.6
P0 Nominal,98,P0 Nominal98,13.2,1190,455,6.77,23.4,18.8,1,44,0.044,2
P0 Nominal,98,P0 Nominal98,14,1933,293,6.77,18.5,17.4,0,28,0.048,1.7
P0 Nominal,98,P0 Nominal98,13.3,1599,377,6.77,30.1,17.6,0,35,0.048,1.6
P0 Nominal,98,P0 Nominal98,13.5,1113,458,6.77,26.2,18.4,1,46,0.048,2.2
P0 Nominal,98,P0 Nominal98,12.7,2012,356,6.77,19.3,17,0,32,0.049,1.5
P0 Nominal,98,P0 Nominal98,13.4,1358,454,6.77,29.6,18.7,0,46,0.05,1.8
P0 Nominal,98,P0 Nominal98,13.2,1386,452,6.77,30.7,19.8,1,45,0.05,2
P0 Nominal,98,P0 Nominal98,13.3,2118,301,6.77,19.8,16.6,0,29,0.051,1.7
P0 Nominal,98,P0 Nominal98,13.5,1285,460,6.77,30,17.8,0,43,0.051,2.1
P0 Nominal,98,P0 Nominal98,14.5,1226,458,6.77,18,17.7,0,43,0.053,2.1
P0 Nominal,98,P0 Nominal98,13.2,1344,495,6.77,22.8,17.6,1,46,0.054,1.5
P0 Nominal,98,P0 Nominal98,13.6,1212,478,6.77,28.9,18.2,2,40,0.055,2.1
P0 Nominal,98,P0 Nominal98,13.9,1177,465,6.77,27.4,17.8,0,44,0.057,1.8
P0 Nominal,98,P0 Nominal98,12.7,1301,543,6.77,29.7,19.1,1,49,0.057,2.1
P0 Nominal,98,P0 Nominal98,13.8,950,512,6.77,31,19.5,1,57,0.059,2.2
P0 Nominal,98,P0 Nominal98,11.8,1038,605,6.77,18.4,19,2,67,0.059,2.3
P0 Nominal,98,P0 Nominal98,13,1165,503,6.77,28.3,17.2,1,49,0.06,1.9
P0 Nominal,98,P0 Nominal98,14.9,1084,543,6.77,27.4,19.1,0,58,0.061,1.9
P0 Nominal,98,P0 Nominal98,13.8,1003,547,6.77,19.8,18,1,61,0.065,1.9
P0 Nominal,98,P0 Nominal98,14.2,1109,524,6.77,23.3,19.1,0,67,0.066,2.2
P0 Nominal,98,P0 Nominal98,14.7,1239,509,6.77,31.7,19.5,0,64,0.066,1.9
P0 Nominal,98,P0 Nominal98,12.7,1737,456,6.77,28.9,18.6,0,52,0.066,1.7
P0 Nominal,98,P0 Nominal98,13.8,1060,573,6.77,29.9,18.7,0,66,0.068,2
P0 Nominal,98,P0 Nominal98,10.7,1420,348,6.78,29.7,18.2,0,24,0.033,1.6
P0 Nominal,98,P0 Nominal98,13.1,1584,282,6.78,19.2,16.8,0,22,0.034,1.6
P0 Nominal,98,P0 Nominal98,14,1741,289,6.78,21.3,18,0,24,0.034,1.4
P0 Nominal,98,P0 Nominal98,14.4,2048,292,6.78,25.6,17.2,0,26,0.036,1.8
P0 Nominal,98,P0 Nominal98,14,1753,302,6.78,25.1,17.1,0,23,0.036,1.6
P0 Nominal,98,P0 Nominal98,14.1,1793,280,6.78,31.4,18.3,0,28,0.038,1.6
P0 Nominal,98,P0 Nominal98,13.3,1603,294,6.78,21.8,18,0,28,0.038,1.7
P0 Nominal,98,P0 Nominal98,14.1,1430,302,6.78,21.9,17.6,0,24,0.039,1.6
P0 Nominal,98,P0 Nominal98,14.2,1707,257,6.78,27.6,16.2,0,26,0.04,1.8
P0 Nominal,98,P0 Nominal98,13.2,1653,295,6.78,27.5,16.8,0,25,0.044,1.5
P0 Nominal,98,P0 Nominal98,12.1,1437,447,6.78,26.5,19.3,0,39,0.045,2
P0 Nominal,98,P0 Nominal98,15.1,1120,472,6.78,28.4,18.3,0,44,0.046,1.5
P0 Nominal,98,P0 Nominal98,12.1,1301,426,6.78,29,18.7,0,36,0.046,1.7
P0 Nominal,98,P0 Nominal98,14.6,1239,397,6.78,31.4,18.3,0,45,0.046,1.7
P0 Nominal,98,P0 Nominal98,14.7,1427,430,6.78,31.6,19.4,0,43,0.047,1.9
P0 Nominal,98,P0 Nominal98,14.5,1775,274,6.78,26.1,17.3,0,30,0.049,1.4
P0 Nominal,98,P0 Nominal98,13.2,1567,369,6.78,31.5,18.9,1,39,0.049,2.3
P0 Nominal,98,P0 Nominal98,15.3,1141,438,6.78,18.8,17.5,0,40,0.051,1.6
P0 Nominal,98,P0 Nominal98,12.9,1394,489,6.78,29.9,18.8,0,47,0.051,1.7
P0 Nominal,98,P0 Nominal98,13.2,1468,441,6.78,21.6,17.9,0,44,0.052,1.7
P0 Nominal,98,P0 Nominal98,13.7,1601,418,6.78,27.4,18.2,0,46,0.052,1.5
P0 Nominal,98,P0 Nominal98,12.2,1371,480,6.78,22.9,17.9,1,42,0.053,2
P0 Nominal,98,P0 Nominal98,14.1,1233,427,6.78,25.5,17.1,0,37,0.053,1.7
P0 Nominal,98,P0 Nominal98,13.4,1264,486,6.78,30,19.2,3,51,0.055,2.1
P0 Nominal,98,P0 Nominal98,13.1,1481,376,6.78,30.6,17.3,0,40,0.057,1.5
P0 Nominal,98,P0 Nominal98,13.6,1556,497,6.78,29.6,19,1,55,0.063,1.9
P0 Nominal,98,P0 Nominal98,13.9,1314,524,6.78,29.8,18,1,58,0.064,1.9
P0 Nominal,98,P0 Nominal98,12.7,1318,567,6.78,26.8,18.7,1,56,0.067,2.1
P0 Nominal,98,P0 Nominal98,12.9,1347,523,6.78,31.8,18.2,0,51,0.069,1.6
P0 Nominal,98,P0 Nominal98,12.9,1106,637,6.78,20.7,20.4,2,87,0.083,2.2
P0 Nominal,98,P0 Nominal98,14.1,1579,284,6.79,32.1,16.3,0,23,0.034,1.4
P0 Nominal,98,P0 Nominal98,12.8,1718,282,6.79,26.3,16.2,0,23,0.037,1.6
P0 Nominal,98,P0 Nominal98,13.7,1457,305,6.79,19.1,17.4,1,25,0.037,1.9
P0 Nominal,98,P0 Nominal98,14.2,1305,265,6.79,22.5,15.9,0,23,0.039,1.8
P0 Nominal,98,P0 Nominal98,12.6,1659,296,6.79,27.6,17.6,0,24,0.04,1.8
P0 Nominal,98,P0 Nominal98,12.7,1887,291,6.79,20.5,15.9,0,24,0.041,1.5
P0 Nominal,98,P0 Nominal98,13.6,1894,292,6.79,27.7,16.1,0,25,0.043,1.6
P0 Nominal,98,P0 Nominal98,12.6,2166,306,6.79,36.3,16.8,0,25,0.043,1.6
P0 Nominal,98,P0 Nominal98,12.6,1843,306,6.79,28.5,17.4,0,28,0.045,1.4
P0 Nominal,98,P0 Nominal98,13.2,1419,433,6.79,22,18,2,46,0.047,1.8
P0 Nominal,98,P0 Nominal98,12.2,1800,327,6.79,30.6,19.3,0,29,0.048,1.7
P0 Nominal,98,P0 Nominal98,14.5,1257,416,6.79,21.4,18,0,42,0.049,2
P0 Nominal,98,P0 Nominal98,14.7,1969,268,6.79,18.8,15.4,1,29,0.05,1.9
P0 Nominal,98,P0 Nominal98,13.2,1996,301,6.79,21.8,13.5,1,27,0.053,1.9
P0 Nominal,98,P0 Nominal98,13,1094,453,6.79,27.4,16.3,0,44,0.055,1.4
P0 Nominal,98,P0 Nominal98,14.5,1213,471,6.79,22.4,18,0,44,0.056,1.9
P0 Nominal,98,P0 Nominal98,14.2,1000,455,6.79,30.1,17.9,0,52,0.057,1.6
P0 Nominal,98,P0 Nominal98,12.6,1438,489,6.79,20.9,18.4,1,52,0.057,2
P0 Nominal,98,P0 Nominal98,10.6,1757,474,6.79,29.6,17.3,0,40,0.058,1.5
P0 Nominal,98,P0 Nominal98,14.3,1062,491,6.79,28.8,18.5,0,52,0.058,2
P0 Nominal,98,P0 Nominal98,12.5,1332,544,6.79,29.2,18.5,1,56,0.064,1.9
P0 Nominal,98,P0 Nominal98,14.2,1455,503,6.79,24.5,18.7,1,58,0.066,2
P0 Nominal,98,P0 Nominal98,12.4,1620,468,6.79,24,18.1,1,48,0.067,1.8
P0 Nominal,98,P0 Nominal98,14.6,1092,540,6.79,25,17,0,59,0.073,1.4
P0 Nominal,98,P0 Nominal98,13.4,1791,307,6.80,25.6,18.9,0,28,0.038,1.7
P0 Nominal,98,P0 Nominal98,14.7,1442,259,6.80,20,16.2,0,17,0.038,1.6
P0 Nominal,98,P0 Nominal98,12.6,1704,321,6.80,32.6,19,1,25,0.04,1.8
P0 Nominal,98,P0 Nominal98,13.1,1904,302,6.80,26,17,0,26,0.041,1.8
P0 Nominal,98,P0 Nominal98,12.8,1401,408,6.80,23.8,19.2,1,39,0.043,1.9
P0 Nominal,98,P0 Nominal98,13,1545,417,6.80,27,19.2,0,36,0.046,1.6
P0 Nominal,98,P0 Nominal98,14.3,1078,439,6.80,28.1,18.3,0,48,0.05,1.8
P0 Nominal,98,P0 Nominal98,12.5,1379,456,6.80,29.1,18.4,2,46,0.052,2.2
P0 Nominal,98,P0 Nominal98,13.7,1522,490,6.80,28.8,18.2,0,46,0.057,1.8
P0 Nominal,98,P0 Nominal98,12.8,1487,500,6.80,32.3,18,0,48,0.058,1.8
P0 Nominal,98,P0 Nominal98,13.9,1492,473,6.80,30.4,17.8,1,46,0.063,2
P0 Nominal,98,P0 Nominal98,13.8,1666,297,6.80,29.2,16.2,0,31,0.063,1.5
P0 Nominal,98,P0 Nominal98,14.4,1091,507,6.80,27.4,18.3,1,53,0.064,2
P0 Nominal,98,P0 Nominal98,14.7,573,598,6.80,27.5,20.2,0,87,0.072,2.1
P0 Nominal,98,P0 Nominal98,13.8,1800,264,6.81,23.1,18.1,0,25,0.037,1.8
P0 Nominal,98,P0 Nominal98,12.3,1441,313,6.81,27.9,14.4,0,21,0.038,1.4
P0 Nominal,98,P0 Nominal98,16.5,1494,237,6.81,23.2,16.3,0,23,0.038,1.6
P0 Nominal,98,P0 Nominal98,13.2,1746,286,6.81,20,16.5,0,25,0.043,1.4
P0 Nominal,98,P0 Nominal98,14.3,1107,430,6.81,23,18.6,0,37,0.043,1.6
P0 Nominal,98,P0 Nominal98,14.4,1900,274,6.81,21.7,18.1,2,27,0.043,1.9
P0 Nominal,98,P0 Nominal98,11.8,1809,306,6.81,36.6,16.2,0,28,0.044,1.4
P0 Nominal,98,P0 Nominal98,14.1,1760,294,6.81,28.2,17.2,0,27,0.044,1.5
P0 Nominal,98,P0 Nominal98,14.9,1711,268,6.81,30.8,16.1,0,31,0.044,1.2
P0 Nominal,98,P0 Nominal98,13.3,1772,318,6.81,28.6,16.6,0,24,0.044,1.6
P0 Nominal,98,P0 Nominal98,15.4,1124,436,6.81,26.2,18.6,0,39,0.045,1.7
P0 Nominal,98,P0 Nominal98,13.2,1713,295,6.81,22.8,15.4,0,27,0.047,1.4
P0 Nominal,98,P0 Nominal98,14.2,1671,282,6.81,21.2,16.1,0,27,0.051,1.5
P0 Nominal,98,P0 Nominal98,12.4,2079,331,6.81,29,15.4,0,27,0.053,1.6
P0 Nominal,98,P0 Nominal98,13.9,1002,474,6.81,29.9,19.1,0,51,0.053,1.8
P0 Nominal,98,P0 Nominal98,12.2,1733,338,6.81,23.8,16.7,0,28,0.054,1.5
P0 Nominal,98,P0 Nominal98,13.8,1758,294,6.81,22.5,15.4,0,28,0.055,1.4
P0 Nominal,98,P0 Nominal98,11.5,2167,376,6.81,25.2,16.5,0,30,0.056,1.7
P0 Nominal,98,P0 Nominal98,12.4,1383,475,6.81,35.2,18.8,0,50,0.057,1.8
P0 Nominal,98,P0 Nominal98,13.2,1634,467,6.81,25.4,17.4,1,46,0.059,1.9
P0 Nominal,98,P0 Nominal98,12.6,1307,501,6.81,27.4,19.1,1,50,0.059,2
P0 Nominal,98,P0 Nominal98,12.6,1527,432,6.81,31.3,18.7,0,49,0.06,2
P0 Nominal,98,P0 Nominal98,13.3,1319,504,6.81,23.3,18.8,0,54,0.061,1.8
P0 Nominal,98,P0 Nominal98,13.8,1404,479,6.81,26.3,18.5,0,51,0.062,1.7
P0 Nominal,98,P0 Nominal98,13.4,1470,499,6.81,28.8,19.1,0,57,0.064,1.9
P0 Nominal,98,P0 Nominal98,12.5,1559,515,6.81,23.9,18.5,0,50,0.072,1.7
P0 Nominal,98,P0 Nominal98,11.3,1045,715,6.81,26.2,20.1,1,85,0.076,2.2
P0 Nominal,98,P0 Nominal98,14.9,989,618,6.81,19.5,19.7,1,78,0.08,2
P0 Nominal,98,P0 Nominal98,14.7,1398,339,6.82,31.7,19.1,0,32,0.037,1.7
P0 Nominal,98,P0 Nominal98,12.5,1621,318,6.82,28.9,17.1,0,29,0.04,1.6
P0 Nominal,98,P0 Nominal98,14.5,1827,273,6.82,25.5,17.3,0,27,0.04,1.5
P0 Nominal,98,P0 Nominal98,14.4,1725,280,6.82,26.4,16.7,0,28,0.042,1.9
P0 Nominal,98,P0 Nominal98,14.4,1640,268,6.82,27.1,17,0,28,0.043,1.4
P0 Nominal,98,P0 Nominal98,14,1669,283,6.82,26.5,17.7,0,27,0.044,1.7
P0 Nominal,98,P0 Nominal98,14.6,1442,397,6.82,25.6,17.9,0,35,0.045,1.6
P0 Nominal,98,P0 Nominal98,13,1779,290,6.82,29.3,14.5,1,21,0.047,2
P0 Nominal,98,P0 Nominal98,12.8,1797,308,6.82,19.4,16.1,0,26,0.048,1.9
P0 Nominal,98,P0 Nominal98,14.3,1180,439,6.82,26.5,18.3,0,46,0.048,1.8
P0 Nominal,98,P0 Nominal98,14,1457,387,6.82,29.6,19.8,0,44,0.049,1.7
P0 Nominal,98,P0 Nominal98,13.8,1072,476,6.82,26.5,17.6,0,44,0.052,1.5
P0 Nominal,98,P0 Nominal98,13.8,1282,490,6.82,25.3,19.1,0,48,0.052,1.9
P0 Nominal,98,P0 Nominal98,14.4,1114,456,6.82,30.5,18.4,0,53,0.053,1.8
P0 Nominal,98,P0 Nominal98,12.9,1767,310,6.82,25.8,16.4,2,32,0.054,2.1
P0 Nominal,98,P0 Nominal98,12.7,1409,478,6.82,23.4,16.7,1,36,0.057,1.8
P0 Nominal,98,P0 Nominal98,13.6,1172,505,6.82,29.4,19.5,2,49,0.057,2.2
P0 Nominal,98,P0 Nominal98,14.3,1119,505,6.82,29.3,17.8,0,43,0.057,1.8
P0 Nominal,98,P0 Nominal98,13.6,1005,527,6.82,28.3,18.8,1,56,0.057,2
P0 Nominal,98,P0 Nominal98,14.2,1177,560,6.82,31.2,18.8,0,51,0.06,2
P0 Nominal,98,P0 Nominal98,10.2,1651,528,6.82,25.8,18.9,1,50,0.061,2.1
P0 Nominal,98,P0 Nominal98,13.3,1759,431,6.82,23.7,18.5,0,49,0.062,2.1
P0 Nominal,98,P0 Nominal98,15.4,1665,415,6.82,29.2,17.5,1,48,0.063,1.9
P0 Nominal,98,P0 Nominal98,15.1,1401,499,6.82,28.6,18.2,0,45,0.063,1.8
P0 Nominal,98,P0 Nominal98,14.7,1269,504,6.82,30.6,18.4,0,59,0.065,1.8
